Date,Handicap,Series,Race,Div,Boat name,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,IRC,TCFapplied,newTCF,TCFdiff,TCFst,pctMvmt,TCFclmp,oldTCF
6-Nov,Fleet,Twilight 1,r1,Combined,Wellington Spirit Red,1:28:54,5334,4080,3514,2,2,-,0.79,,0.765,0.765,0,0.659,-13.86,0.742,0.765
8-Nov,Rum,Rum,r2,Combined,Charlie,1:42:07,6127,3553,4036,1,1,-,,,0.58,0.58,0,0.659,13.62,0.597,0.58
8-Nov,Rum,Rum,r2,Combined,Rosschild,1:38:03,5883,3723,4036,2,2,-,,,0.633,0.633,0,0.686,8.37,0.652,0.633
8-Nov,Rum,Rum,r2,Combined,Eat My Shorts,1:28:24,5304,3882,4036,3,3,-,,,0.735,0.732,0.003,0.761,3.96,0.754,0.737
8-Nov,Rum,Rum,r2,Combined,Erazer,1:34:29,5669,4036,4036,4,4,-,,,0.712,0.712,0,0.712,0,0.712,0.712
8-Nov,Rum,Rum,r2,Combined,White Cavalier,1:55:51,6951,4038,4036,5,5,-,,,0.581,0.581,0,0.581,0,0.581,0.581
8-Nov,Rum,Rum,r2,Combined,Wellington Spirit Bronze,1:29:51,5391,4113,4036,6,6,-,,,0.763,0.763,0,0.749,-1.83,0.749,0.763
8-Nov,Rum,Rum,r2,Combined,Gucci,1:33:21,5601,4155,4036,7,7,-,,,0.737,0.742,-0.005,0.721,-2.83,0.721,0.748
9-Nov,Fleet,At Home,r1,Combined,White Cavalier,2:50:33,10233,5362,5836,1,1,-,,,0.524,0.524,0,0.57,8.78,0.54,0.524
9-Nov,Fleet,At Home,r1,Combined,Rosschild,2:27:45,8865,5549,5836,2,2,-,0.695,,0.626,0.626,0,0.658,5.11,0.645,0.626
9-Nov,Fleet,At Home,r1,Combined,Marishka,2:31:24,9084,5586,5836,3,3,-,0.655,,0.615,0.615,0,0.643,4.55,0.633,0.615
9-Nov,Fleet,At Home,r1,Combined,Floating Free,2:16:37,8197,5811,5836,4,4,-,,,0.709,0.709,0,0.712,0.42,0.712,0.709
9-Nov,Fleet,At Home,r1,Combined,After Midnight,2:15:17,8117,5836,5836,5,5,-,0.72,,0.719,0.719,0,0.719,0,0.719,0.719
9-Nov,Fleet,At Home,r1,Combined,Whistler III,2:14:13,8053,5838,5836,6,6,-,0.74,,0.725,0.725,0,0.725,0,0.725,0.725
9-Nov,Fleet,At Home,r1,Combined,Eat My Shorts,2:15:00,8100,6034,5836,7,7,-,0.745,,0.745,0.745,0,0.721,-3.22,0.723,0.745
9-Nov,Fleet,At Home,r1,Combined,Wiseguy,2:25:14,8714,6108,5836,8,8,-,,,0.701,0.701,0,0.67,-4.42,0.68,0.701
9-Nov,Fleet,At Home,r1,Combined,Rocket Science,2:08:22,7702,6261,5836,9,9,-,0.83,,0.813,0.813,0,0.758,-6.77,0.789,0.813
9-Nov,Fleet,At Home,r1,Combined,Structural Analysis,2:18:28,8308,6588,5836,10,10,-,,,0.793,0.793,0,0.702,-11.48,0.769,0.793
9-Nov,Offshore,Offshore,Brothers,Combined,Wai-Aniwa,10:59:20,39560,26505,28512,1,1,-,0.69,,0.67,0.67,0,0.721,7.61,0.69,0.67
9-Nov,Offshore,Offshore,Brothers,Combined,Blue Magic,10:11:43,36703,26793,28512,2,2,-,0.745,0.955,0.73,0.73,0,0.777,6.44,0.752,0.73
9-Nov,Offshore,Offshore,Brothers,Combined,Prime Mover,10:01:35,36095,27432,28512,3,3,-,0.765,0.963,0.76,0.76,0,0.79,3.95,0.783,0.76
9-Nov,Offshore,Offshore,Brothers,Combined,Vendetta,10:44:50,38690,27469,28512,4,4,-,,,0.71,0.71,0,0.737,3.8,0.731,0.71
9-Nov,Offshore,Offshore,Brothers,Combined,Gucci,10:19:14,37154,27716,28512,5,5,-,0.755,0.963,0.746,0.746,0,0.767,2.82,0.767,0.746
